s.l,1,"{(s.l,http://e-artexte.ca/26781)}",43.1828396,-3.9878427
S.L.,1,"{(S.L.,http://e-artexte.ca/25087)}",43.1828396,-3.9878427
S.l.,16,"{(S.l.,http://e-artexte.ca/23493),(S.l.,http://e-artexte.ca/23381),(S.l.,http://e-artexte.ca/26186),(S.l.,http://e-artexte.ca/24015),(S.l.,http://e-artexte.ca/26226),(S.l.,http://e-artexte.ca/23606),(S.l.,http://e-artexte.ca/23645),(S.l.,http://e-artexte.ca/23619),(S.l.,http://e-artexte.ca/23606),(S.l.,http://e-artexte.ca/24303),(S.l.,http://e-artexte.ca/23482),(S.l.,http://e-artexte.ca/24090),(S.l.,http://e-artexte.ca/28093),(S.l.,http://e-artexte.ca/24084),(S.l.,http://e-artexte.ca/24065),(S.l.,http://e-artexte.ca/24023)}",43.1828396,-3.9878427
